genre,title,URL,description,pages,rating,duration
Sci Fiction,I Am Legend,https://www.goodreads.com/book/show/14064.I_Am_Legend,The one remaining human in a world populated with vampires struggles to survive.,321.0,3.5,642.0
Sci Fiction,Mrs. Frisby and the Rats of NIMH,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH,"Some extraordinary rats come to the aid of a mouse family in this Newbery Medal Award–winning classic by notable children’s author Robert C. O’Brien. Mrs. Frisby, a widowed mouse with four small children, is faced with a terrible problem. She must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma. And Mrs. Frisby in turn renders them a great service.",240.0,,480.0
Sci Fiction,The Illustrated Man,https://www.goodreads.com/book/show/24830.The_Illustrated_Man,Eighteen science fiction stories.,264.0,4.0,528.0
Sci Fiction,Cryptonomicon,https://www.goodreads.com/book/show/816.Cryptonomicon,"With this extraordinary first volume in what promises to be an epoch-making masterpiece, Neal Stephenson hacks into the secret histories of nations and the private obsessions of men, decrypting with dazzling virtuosity the forces that shaped this century. As an added bonus, the e-book edition of this New York Times bestseller includes an excerpt from Stephenson's new novel, Seveneves. In 1942, Lawrence Pritchard Waterhouse—mathematical genius and young Captain in the U.S. Navy—is assigned to detachment 2702. It is an outfit so secret that only a handful of people know it exists, and some of those people have names like Churchill and Roosevelt. The mission of Waterhouse and Detachment 2702—commanded by Marine Raider Bobby Shaftoe-is to keep the Nazis ignorant of the fact that Allied Intelligence has cracked the enemy's fabled Enigma code. It is a game, a cryptographic chess match between Waterhouse and his German counterpart, translated into action by the gung-ho Shaftoe and his forces. Fast-forward to the present, where Waterhouse's crypto-hacker grandson, Randy, is attempting to create a ""data haven"" in Southeast Asia—a place where encrypted data can be stored and exchanged free of repression and scrutiny. As governments and multinationals attack the endeavor, Randy joins forces with Shaftoe's tough-as-nails granddaughter, Amy, to secretly salvage a sunken Nazi submarine that holds the key to keeping the dream of a data haven afloat. But soon their scheme brings to light a massive conspiracy with its roots in Detachment 2702 linked to an unbreakable Nazi code called Arethusa. And it will represent the path to unimaginable riches and a future of personal and digital liberty...or to universal totalitarianism reborn. A breathtaking tour de force, and Neal Stephenson's most accomplished and affecting work to date, Cryptonomicon is profound and prophetic, hypnotic and hyper-driven, as it leaps forward and back between World War II and the World Wide Web, hinting all the while at a dark day-after-tomorrow. It is a work of great art, thought and creative daring; the product of a truly iconoclastic imagination working with white-hot intensity.",1172.0,,2344.0
Sci Fiction,The Caves of Steel,https://www.goodreads.com/book/show/41811.The_Caves_of_Steel,"Following the iconic I, Robot, the next adventure in the Robot series finds detective Elijah Baley swept into one of the most emotionally charged and dangerous situations in Earth’s history when he’s tasked with solving the murder of an illustrious robot scientist. “With his fertile imagination, his wit, and his prolific output, Isaac Asimov truly laid the foundation for all future generations of science fiction writers.”—Kevin J. Anderson, New York Times bestselling co-author of the Dune prequel series Like most people left behind on an over-populated Earth, New York City police detective Elijah Baley had little love for either the arrogant Spacers or their robotic companions. But when a prominent Spacer is murdered under mysterious circumstances, Baley is ordered to the Outer Worlds to help track down the killer. The relationship between Life Lige and his Spacer superiors, who distrusted all Earthmen, was strained from the start. Then he learned that they had assigned him a partner: R. Daneel Olivaw. Worst of all was that the “R” stood for robot—and his positronic partner was made in the image and likeness of the murder victim! Isaac Asimov’s Robot series chronicles the sometimes uneasy partnership between human and humanoid: I, ROBOT • THE CAVES OF STEEL • THE NAKED SUN • THE ROBOTS OF DAWN",282.0,5.0,564.0
Sci Fiction,The Sparrow,https://www.goodreads.com/book/show/334176.The_Sparrow,"""Set in the 21st century - between 20 and 60 years from now - The Sparrow is the story of a charismatic Jesuit priest and talented linguist, Emilio Sandoz, who - in response to a remarkable radio signal from the depths of space - leads a scientific mission to make first contact with an extraterrestrial culture. In the true tradition of Jesuit adventurers before him, Sandoz and his companions are prepared to endure isolation, suffering - even death - but nothing can prepare them for the civilisation they encounter, or for the tragic misunderstanding that brings the mission to a devastating end. Once considered a living saint, Sandoz returns alone to Earth horrifically maimed, both physically and spiritually, the mission s sole survivor - only to be blamed for the mission s failure and accused of heinous crimes. Written in clean, effortless prose and peopled with memorable, superbly-realised characters who never lose their humanity or humour, The Sparrow is a powerful, haunting fiction - a tragic but ultimately triumphant novel about the nature of faith, of love and what it means to be human .""",515.0,,1030.0
Sci Fiction,Kindred,https://www.goodreads.com/book/show/60931.Kindred,"What do you do when the one you love is also you worst enemy? Trapped in a destiny she does not want, Cassie finds herself lost and adrift, until he walks into her life, turning it upside down and awakening her in ways that she never dreamed possible.Cassie is stunned and devastated to learn that she belongs to a long line of vampire slayers known as The Hunters. A murderous rampage by a group of elder vampires has left the Hunter line decimated and the remaining Hunters scattered around the world. With her friends Chris and Melissa's aid, Cassie struggles to rid the world of the monsters that murdered her parents. Though Cassie knows it is her fate, she chafes against her heritage, and is resentful of the shortened lifespan that has been placed upon her by the circumstances of birth. Struggling to get through every day, Cassie finds herself simply going through the motions of living. That is, until Devon arrives. Tall, dark, and mysterious his arrival turns the school, and Cassie's life, upside down. Fighting against her fierce attraction to him, and the chaos he represents in her carefully ordered days, she is irresistibly drawn to him. Though worried that what she truly is will place Devon in danger, she is unable to fight her feelings for him. He is the one light, and the only source of hope she has in a world that revolves around death and fear. What she does not know is that Devon has some dark secrets of his own, secrets even more frightening and dangerous than hers. Secrets that threaten to tear them apart forever.",254.0,,508.0
Sci Fiction,Pandora's Star,https://www.goodreads.com/book/show/45252.Pandora_s_Star,"In AD 2329, humanity has colonised over four hundred planets, all of them interlinked by wormholes. With Earth at its centre, the Intersolar Commonwealth now occupies a sphere of space approximately four hundred light years across.",0.0,,0.0
Sci Fiction,Burning Chrome,https://www.goodreads.com/book/show/22323.Burning_Chrome,"“A breath of fresh air . . . the vision is deeply imagined, very complete and controlled . . . Gibson is truly brilliant.”—Washington Times magazine From a true master of science fiction comes a collection of short stories that show how, no matter the length, Gibson is one of the greatest writers working today. Known for his seminal science fiction novel Neuromancer, and for the acclaimed books Pattern Recognition, The Peripheral, and Agency, William Gibson is actually best when writing short fiction. Tautly written and suspenseful, Burning Chrome collects 10 short stories, including some written with Bruce Sterling, John Shirley, and Michael Swanwick, and with a preface from Bruce Sterling, now available for the first time in trade paperback. These brilliant, high-resolution stories show Gibson’s characters and intensely realized worlds at their absolute best, from the chip-enhanced couriers of “Johnny Mnemonic” to the street-tech melancholy of “Burning Chrome.”",227.0,4.0,454.0
Sci Fiction,"Alas, Babylon",https://www.goodreads.com/book/show/38169.Alas_Babylon,A story of a group of people who rely on their own courage and ingenuity to survive in a town which escaped nuclear bombing.,324.0,4.5,648.0
Sci Fiction,The Humans,https://www.goodreads.com/book/show/16130537-the-humans,"Regarding humans unfavorably upon arriving on Earth, a reluctant extraterrestrial assumes the identity of a Cambridge mathematician before realizing that there is more to the human race than he suspected.",459.0,5.0,918.0
Sci Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,Hugo Award-winner Philip K. Dick's semi-autobiographical science fiction novel of dystopia and drug addiction.,307.0,5.0,614.0
Sci Fiction,Spin,https://www.goodreads.com/book/show/910863.Spin,"From the author of Axis and Vortex, the first Hugo Award-winning novel in the environmental apocalyptic Spin Trilogy... One night in October when he was ten years old, Tyler Dupree stood in his back yard and watched the stars go out. They all flared into brilliance at once, then disappeared, replaced by a flat, empty black barrier. He and his best friends, Jason and Diane Lawton, had seen what became known as the Big Blackout. It would shape their lives. The effect is worldwide. The sun is now a featureless disk--a heat source, rather than an astronomical object. The moon is gone, but tides remain. Not only have the world's artificial satellites fallen out of orbit, their recovered remains are pitted and aged, as though they'd been in space far longer than their known lifespans. As Tyler, Jason, and Diane grow up, space probe reveals a bizarre truth: The barrier is artificial, generated by huge alien artifacts. Time is passing faster outside the barrier than inside--more than a hundred million years per day on Earth. At this rate, the death throes of the sun are only about forty years in our future. Jason, now a promising young scientist, devotes his life to working against this slow-moving apocalypse. Diane throws herself into hedonism, marrying a sinister cult leader who's forged a new religion out of the fears of the masses. Earth sends terraforming machines to Mars to let the onrush of time do its work, turning the planet green. Next they send humans...and immediately get back an emissary with thousands of years of stories to tell about the settling of Mars. Then Earth's probes reveal that an identical barrier has appeared around Mars. Jason, desperate, seeds near space with self-replicating machines that will scatter copies of themselves outward from the sun--and report back on what they find. Life on Earth is about to get much, much stranger. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",468.0,4.5,936.0
Sci Fiction,The Stars My Destination,https://www.goodreads.com/book/show/333867.The_Stars_My_Destination,"﻿#5 in the Millennium SF Masterworks series, a library of the finest science fiction ever written. “Science fiction has only produced a few works of actual genius, and this is one of them.” —Joe Haldeman #5 in the Millennium SF Masterworks series, a library of the finest science fiction ever written. “Science fiction has only produced a few works of actual genius, and this is one of them.” —Joe Haldeman ""Bester at the peak of his powers is, quite simply, unbeatable” —James Lovegrove Marooned in outer space after an attack on his ship, Nomad, Gulliver Foyle lives to obsessively pursue the crew of a rescue vessel that had intended to leave him to die. When it comes to pop culture, Alfred Bester (1913-1987) is something of an unsung hero. He wrote radio scripts, screenplays, and comic books (in which capacity he created the original Green Lantern Oath). But Bester is best known for his science-fiction novels, and The Stars My Destination may be his finest creation. With its sly potshotting at corporate skullduggery, The Stars My Destination seems utterly contemporary, and has maintained its status as an underground classic for fifty years. (Bester fans should also note that iBooks has reprinted ReDemolished, which won the very first Hugo Award in 1953.)",253.0,,506.0
Sci Fiction,Ubik,https://www.goodreads.com/book/show/22590.Ubik,"A mind-bending, classic Philip K. Dick novel about the perception of reality. Named as one of Time's 100 best books.",241.0,,482.0
Sci Fiction,The Lathe of Heaven,https://www.goodreads.com/book/show/59924.The_Lathe_of_Heaven,"With a new introduction by Kelly Link, the Locus Award-winning science fiction novel by legendary author Ursula K. Le Guin, set in a world where one man’s dreams rewrite the future. During a time racked by war and environmental catastrophe, George Orr discovers his dreams alter reality. George is compelled to receive treatment from Dr. William Haber, an ambitious sleep psychiatrist who quickly grasps the immense power George holds. After becoming adept at manipulating George’s dreams to reshape the world, Haber seeks the same power for himself. George—with some surprising help—must resist Haber’s attempts, which threaten to destroy reality itself. A classic of the science fiction genre, The Lathe of Heaven is prescient in its exploration of the moral risks when overwhelming power is coupled with techno-utopianism.",208.0,,416.0
Sci Fiction,Children of Time,https://www.goodreads.com/book/show/25499718-children-of-time,"‘Entertaining, smart, surprising and unexpectedly human’ Patrick Ness, author of A Monster Calls Children of Time by Adrian Tchaikovsky is an epic story of humanity's battle for survival on a hostile, terraformed planet. The last remnants of the human race have left a dying Earth, desperate to find a new home among the stars. Following in the footsteps of their ancestors, they discover the greatest treasure of the past age – a world terraformed and prepared for human life. But all is not right in this new Eden. In the long years since the planet was abandoned, its new occupiers have turned it from a refuge into mankind's worst nightmare. Now two civilizations are on a collision course, both testing the boundaries of what they will do to survive. As the fate of humanity hangs in the balance, who will emerge as the rightful heirs of this new Earth? ‘A fabulous sense of scale that only someone as talented as Adrian Tchaikovsky can pull off’ – Peter F. Hamilton, author of Exodus: The Archimedes Engine Dive into Tchaikovsky's chillingly brilliant universe with Children of Time, the winner of the 30th anniversary Arthur C. Clarke Award for Best Novel. Continue the journey with Children of Ruin and Children of Memory.",609.0,4.0,1218.0
Sci Fiction,Gateway,https://www.goodreads.com/book/show/218427.Gateway,"The Gateway is divided into two main parts. Part One: Takes place primarily in the town of Evergreen. Sarah DeWinter is a young, athletic college student just finishing up her last year of college and is looking forward to her summer job working as an assistant manager in a bookstore. There is to be great excitement this summer because Walter O'Bannon, past resident of Evergreen college, is finishing up his American book tour at the very book store Sarah has worked in since high school. O'Bannon is a highly popular, incredibly eccentric, and peculiarly mysterious fantasy writer. He has reached cult status among high school and young college readers. O'Bannon's publisher, Valiant Quest, kicks off the book tour with the usual press coverage all to showcase O'Bannon's newest epic novel. The book tour is tied into VQuest's Renaissance Festivals and sponsored theatrical productions - all financially lucrative endeavors to VQuest. To heighten the release of the book, a type of lottery is marketed. Wax sealed scrolls with random numbers inscribed are sent prior to each bookstore/festival and theater box office scheduled in O'Bannon's tour. The prize to the holder of the winning scroll is a coveted leather bound copy of O'Bannon's book. There is also a mystery surrounding the book tour: the strange disappearances of young people nearly every where O'Bannon makes an appearance. O'Bannon finally arrives in Evergreen. He is intent and insistent on visiting the city park. The object he is adamant about is the ""Evergreen henge""; the focal point of the park. The henge is a stone oddity - prized by some as art and despised by others who label it an eyesore. Devoted fans flock to the book store with hopes of receiving the special edition novel. The tour ends on an anti-climatic note and Sarah is rather relieved. Yet there is still something not right, something that still disturbs Sarah. That evening Sarah is in the park and is pursued by unknown stalkers.",494.0,,988.0
Sci Fiction,The Gods Themselves,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,"In the twenty-second century Earth obtains limitless, free energy from a source science little understands: an exchange between Earth and a parallel universe, using a process devised by the aliens. But even free energy has a price. The transference process itself will eventually lead to the destruction of the Earth's Sun—and of Earth itself. Only a few know the terrifying truth—an outcast Earth scientist, a rebellious alien inhabitant of a dying planet, a lunar-born human intuitionist who senses the imminent annihilation of the Sun. They know the truth—but who will listen? They have foreseen the cost of abundant energy—but who will believe? These few beings, human and alien, hold the key to Earth's survival.",305.0,,610.0
Sci Fiction,Blindness,https://www.goodreads.com/book/show/2526.Blindness,"A stunningly powerful novel of man's will to survive against all odds, by the winner of the 1998 Nobel Prize for Literature. ""This is a shattering work by a literary master.""--The Boston Globe A New York Times Notable Book of the Year A Los Angeles Times Best Book of the Year A city is hit by an epidemic of ""white blindness"" which spares no one. Authorities confine the blind to an empty mental hospital, but there the criminal element holds everyone captive, stealing food rations and raping women. There is one eyewitness to this nightmare who guides seven strangers--among them a boy with no mother, a girl with dark glasses, a dog of tears--through the barren streets, and the procession becomes as uncanny as the surroundings are harrowing. A magnificent parable of loss and disorientation and a vivid evocation of the horrors of the twentieth century, Blindness has swept the reading public with its powerful portrayal of man's worst appetites and weaknesses--and man's ultimately exhilarating spirit.",318.0,5.0,636.0
Sci Fiction,Prelude to Foundation,https://www.goodreads.com/book/show/30013.Prelude_to_Foundation,"The first of two prequel novels in Isaac Asimov’s classic science-fiction masterpiece, the Foundation series THE EPIC SAGA THAT INSPIRED THE APPLE TV+ SERIES FOUNDATION It is the year 12,020 G.E. and Emperor Cleon I sits uneasily on the Imperial throne of Trantor. Here in the great multidomed capital of the Galactic Empire, forty billion people have created a civilization of unimaginable technological and cultural complexity. Yet Cleon knows there are those who would see him fall—those whom he would destroy if only he could read the future. Hari Seldon has come to Trantor to deliver his paper on psychohistory, his remarkable theory of prediction. Little does the young Outworld mathematician know that he has already sealed his fate and the fate of humanity. For Hari possesses the prophetic power that makes him the most wanted man in the Empire . . . the man who holds the key to the future—an apocalyptic power to be known forever after as the Foundation.",530.0,4.0,1060.0
Sci Fiction,11/22/63,https://www.goodreads.com/book/show/10644930-11-22-63,Includes book club kit with discussion questions and author interview.,1120.0,,2240.0
Sci Fiction,The Fifth Season,https://www.goodreads.com/book/show/19161852-the-fifth-season,"At the end of the world, a woman must hide her secret power and find her kidnapped daughter in this ""intricate and extraordinary"" Hugo Award winning novel of power, oppression, and revolution. (The New York Times) This is the way the world ends. . .for the last time. It starts with the great red rift across the heart of the world's sole continent, spewing ash that blots out the sun. It starts with death, with a murdered son and a missing daughter. It starts with betrayal, and long dormant wounds rising up to fester. This is the Stillness, a land long familiar with catastrophe, where the power of the earth is wielded as a weapon. And where there is no mercy. Read the first book in the critically acclaimed, three-time Hugo award-winning trilogy by NYT bestselling author N. K. Jemisin.",479.0,4.0,958.0
Sci Fiction,Divergent,https://www.goodreads.com/book/show/13335037-divergent,What if your whole world was a lie? The thrillingly dark conclusion to the No. 1 New York Times bestselling DIVERGENT trilogy.,404.0,3.0,808.0
Sci Fiction,Shards of Honour,https://www.goodreads.com/book/show/61903.Shards_of_Honour,"Cordelia Naismith, Betan Survey Captain, was expecting the unexpected: hexapods, floating creatures, odd parasites... She was not, however, expecting to find hostile humans on an uninhabited planet. And she wasn't really expecting to fall in love with a 40-plus barbarian known to cosmopolitan galactics as the Butcher of Komarr.--From source other than Library of Congress.",0.0,,0.0
Sci Fiction,Cinder,https://www.goodreads.com/book/show/11235712-cinder,"Wicked! A fresh, fierce take on Cinderella that's a little bit fairy tale, a little bit Terminator, and totally genius.",400.0,5.0,800.0
Sci Fiction,On Basilisk Station,https://www.goodreads.com/book/show/35921.On_Basilisk_Station,"INTRODUCING HONOR HARRINGTON Having made him look a fool, she's been exiled to Basilisk Station in disgrace and set up for ruin by a superior who hates her. Her demoralized crew blames her for their ship's humiliating posting to an out-of-the-way picket station. The aborigines of the system's only habitable planet are smoking homicide-inducing hallucinogens. Parliament isn't sure it wants to keep the place; the major local industry is smuggling; the merchant cartels want her head; the star-conquering, so-called ""Republic"" of Haven is Up To Something; and Honor Harrington has a single, over-age light cruiser with an armament that doesn't work to police the entire star system. But the people out to get her have made one mistake. They've made her mad. At the publisher's request, this title is sold without DRM (Digital Rights Management).",433.0,5.0,866.0
Sci Fiction,A Psalm for the Wild-Built,https://www.goodreads.com/book/show/40864002-a-psalm-for-the-wild-built,"Winner of the Hugo Award! In A Psalm for the Wild-Built, bestselling Becky Chambers's delightful new Monk and Robot series, gives us hope for the future. It's been centuries since the robots of Panga gained self-awareness and laid down their tools; centuries since they wandered, en masse, into the wilderness, never to be seen again; centuries since they faded into myth and urban legend. One day, the life of a tea monk is upended by the arrival of a robot, there to honor the old promise of checking in. The robot cannot go back until the question of ""what do people need?"" is answered. But the answer to that question depends on who you ask, and how. They're going to need to ask it a lot. Becky Chambers's new series asks: in a world where people have what they want, does having more matter? At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",104.0,2.0,208.0
Sci Fiction,The Passage,https://www.goodreads.com/book/show/6690798-the-passage,"NEW YORK TIMES BESTSELLER • This thrilling novel kicks off what Stephen King calls “a trilogy that will stand as one of the great achievements in American fantasy fiction.” NOW A FOX TV SERIES! NAMED ONE OF PASTE’S BEST HORROR BOOKS OF THE DECADE • NAMED ONE OF THE TEN BEST NOVELS OF THE YEAR BY TIME AND ONE OF THE BEST BOOKS OF THE YEAR BY The Washington Post • Esquire • U.S. News & World Report • NPR/On Point • St. Louis Post-Dispatch • BookPage • Library Journal “It happened fast. Thirty-two minutes for one world to die, another to be born.” An epic and gripping tale of catastrophe and survival, The Passage is the story of Amy—abandoned by her mother at the age of six, pursued and then imprisoned by the shadowy figures behind a government experiment of apocalyptic proportions. But Special Agent Brad Wolgast, the lawman sent to track her down, is disarmed by the curiously quiet girl and risks everything to save her. As the experiment goes nightmarishly wrong, Wolgast secures her escape—but he can’t stop society’s collapse. And as Amy walks alone, across miles and decades, into a future dark with violence and despair, she is filled with the mysterious and terrifying knowledge that only she has the power to save the ruined world. Look for the entire Passage trilogy: THE PASSAGE | THE TWELVE | THE CITY OF MIRRORS Praise for The Passage “[A] blockbuster.”—The New York Times Book Review “Mythic storytelling.”—San Francisco Chronicle “Magnificent . . . Cronin has taken his literary gifts, and he has weaponized them. . . . The Passage can stand proudly next to Stephen King’s apocalyptic masterpiece The Stand, but a closer match would be Cormac McCarthy’s The Road: a story about human beings trying to generate new hope in a world from which all hope has long since been burnt.”—Time “The type of big, engrossing read that will have you leaving the lights on late into the night.”—The Dallas Morning News “Addictive.”—Men’s Journal “Cronin’s unguessable plot and appealing characters will seize your heart and mind.”—Parade",0.0,,0.0
Sci Fiction,"Saga, Volume 1",https://www.goodreads.com/book/show/15704307-saga-volume-1,"Winner of the 2013 Hugo award for Best Graphic Story! When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From New York Times bestselling writer Brian K. Vaughan (Y: The Last Man, Ex Machina) and critically acclaimed artist Fiona Staples (Mystery Society, North 40), Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. This specially priced volume collects the first six issues of the smash-hit series The Onion A.V. Club calls ""the emotional epic Hollywood wishes it could make."" Voted one of the top graphic novels of the year by the NYT, IGN, the Examiner, and SF Weekly. Voted Best Comic of the year by MTV Geek and Best New Series by Paradox Comics. Voted a finalist in the GoodReads Best GN of 2012 contest. Named one of Time Magazine's top 10 graphic novels for 2013",160.0,,320.0
Sci Fiction,Parable of the Sower,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,"Set in a California where civilization has all but broken down and poverty and unspeakable violence is the norm, teenage Lauren Olamina, knowing there must be a better way to live, invents Earthseed, an entirely new religion.",308.0,,616.0
Sci Fiction,The Reality Dysfunction,https://www.goodreads.com/book/show/45245.The_Reality_Dysfunction,"The Reality Dysfunction is a modern classic of science fiction from Peter F. Hamilton, an extraordinary feat of storytelling on a truly epic scale. ""A space opera that is big, boisterous, and has something for everyone."" —Science Fiction Weekly Space is not the only void. . . In AD 2600 the human race is finally beginning to realize its full potential. Hundreds of colonized planets scattered across the galaxy host a multitude of prosperous and wildly diverse cultures. Genetic engineering has pushed evolution far beyond nature's boundaries, defeating disease and producing extraordinary spaceborn creatures. Huge fleets of sentient trader starships thrive on the wealth created by the industrialization of entire star systems. And throughout inhabited space the Confederation Navy keeps the peace. A true golden age is within our grasp. But on a primitive colony planet, a renegade criminal's chance encounter with an utterly alien entity unleashes the most primal of humanity’s fears. An extinct race which inhabited the galaxy aeons ago called it ""The Reality Dysfunction."" It is the nightmare which has prowled beside us since the beginning of history. The Night’s Dawn Trilogy The Reality Dysfunction The Neutronium Alchemist The Naked Go",1299.0,4.0,2598.0
Sci Fiction,The Day of the Triffids,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,"John Wyndham's 1951 classic post-apocalypse novel introduced the world to triffids, walking man-eating plants, preying on humanity in a world struck blind by a cosmic disaster. Only a few sighted people remain, and it is up to them to rebuild civilization and keep the triffids at bay—if they can learn to survive in this new world!",341.0,,682.0
Sci Fiction,The First Fifteen Lives of Harry August,https://www.goodreads.com/book/show/20706317-the-first-fifteen-lives-of-harry-august,"Wildly original, funny and moving, The First Fifteen Lives of Harry August is an extraordinary story of a life lived again and again from World Fantasy Award-winning author Claire North. Harry August is on his deathbed. Again. No matter what he does or the decisions he makes, when death comes, Harry always returns to where he began, a child with all the knowledge of a life he has already lived a dozen times before. Nothing ever changes. Until now. As Harry nears the end of his eleventh life, a little girl appears at his bedside. ""I nearly missed you, Doctor August,"" she says. ""I need to send a message."" This is the story of what Harry does next, and what he did before, and how he tries to save a past he cannot change and a future he cannot allow.",409.0,5.0,818.0
Sci Fiction,Anathem,https://www.goodreads.com/book/show/2845024-anathem,"For ten years Fraa Erasmas, a young avout, has lived in a cloistered sanctuary for mathematicians, scientists, and philosophers, protected from the corrupting influences of the outside world. But before the week is out, both the existence he abandoned and the one he embraced will stand poised on the brink of cataclysmic change—and Erasmas will become a major player in a drama that will determine the future of his world, as he follows his destiny to the most inhospitable corners of the planet . . . and beyond. Anathem is the latest miraculous invention by the New York Times bestselling author of Cryptonomicon and The Baroque Cycle—a work of astonishing scope, intelligence, and imagination.",1013.0,4.0,2026.0
Sci Fiction,The Sirens of Titan,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,"“[Kurt Vonnegut’s] best book . . . He dares not only ask the ultimate question about the meaning of life, but to answer it.”—Esquire Nominated as one of America’s best-loved novels by PBS’s The Great American Read The Sirens of Titan is an outrageous romp through space, time, and morality. The richest, most depraved man on Earth, Malachi Constant, is offered a chance to take a space journey to distant worlds with a beautiful woman at his side. Of course there’ s a catch to the invitation–and a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell. “Reading Vonnegut is addictive!”—Commonweal",338.0,,676.0
Sci Fiction,Stories of Your Life and Others,https://www.goodreads.com/book/show/223380.Stories_of_Your_Life_and_Others,"From the author of Exhalation, an award-winning short story collection that blends ""absorbing storytelling with meditations on the universe, being, time and space ... raises questions about the nature of reality and what it is to be human"" (The New York Times). Stories of Your Life and Others delivers dual delights of the very, very strange and the heartbreakingly familiar, often presenting characters who must confront sudden change—the inevitable rise of automatons or the appearance of aliens—with some sense of normalcy. With sharp intelligence and humor, Chiang examines what it means to be alive in a world marked by uncertainty, but also by beauty and wonder. An award-winning collection from one of today's most lauded writers, Stories of Your Life and Others is a contemporary classic. Includes “Story of Your Life”—the basis for the major motion picture Arrival",298.0,5.0,596.0
Sci Fiction,The 5th Wave,https://www.goodreads.com/book/show/16101128-the-5th-wave,"Free exclusive preview of The 5th Wave. The Passage meets The Hunger Games in this gripping new series from Carnegie-shortlisted Rick Yancey. After the 1st wave, only darkness remains. After the 2nd, only the lucky escape. And after the 3rd, only the unlucky survive. After the 4th wave, only one rule applies: trust no one. Now, it's the dawn of the 5th wave. On a lonely stretch of highway, Cassie runs from Them. The beings who only look human, who roam the countryside killing anyone they see. Who have scattered Earth's last survivors. To stay alone is to stay alive, until Cassie meets Evan Walker. Beguiling and mysterious, Evan may be her only hope for rescuing her brother and even saving herself. Now Cassie must choose: between trust and despair, between defiance and surrender, between life and death. To give up or to get up. Cassie Sullivan gets up. Begin Cassie's journey with free sample chapters from The Fifth Wave www.The5thWaveIsComing.com About the author: Rick Yancey (www.rickyancey.com) is the author of several adult novels and the memoir Confessions of a Tax Collector. His first young-adult novel, The Extraordinary Adventures of Alfred Kropp, was a finalist for the Carnegie Medal. In 2010, his novel, The Monstrumologist, received Michael L. Printz Honor, and the sequel, The Curse of the Wendigo, was a finalist for the Los Angeles Times Book Prize. Praise for The 5th Wave: 'This is DAMN and WOW territory. Quite simply, one of the best books I've read in years.' Melissa Marr, New York Times bestselling author. 'Breathtakingly fast-paced and original, The 5th Wave is a reading tsunami that grabs hold and won't let go.' Melissa De La Cruz, New York Times bestselling author of the Blue Bloods series. 'An epic sci-fi adventure about a terrifying alien invasion. You'll read it in one sitting' Bookseller 'Yancey's heartfelt, violent, paranoid epic, filled with big heroics and bigger surprises, is part War of the Worlds, part Starship Troopers, part Invasion of the Body Snatchers, and part The Stand . . . a sure thing for reviewers and readers alike.' Booklist (starred review) 'A gripping SF trilogy about an Earth decimated by an alien invasion... the question of what it means to be human is at the forefront' Publishers Weekly",73.0,5.0,146.0
Sci Fiction,Batman: The Killing Joke,https://www.goodreads.com/book/show/96358.Batman,"One bad day. Freed once again from the confines of Arkham Asylum, The Joker is out to prove a deranged point. And he's going to use Gotham City's top cop, commissioner Jim Gordon, and his brilliant daughter Barbara (a.k.a. Batgirl) to do it. Now Batman must race to stop his archnemesis before his reign of terror claims two of the Dark Knight's closest friends. Critically acclaimed author Alan Moore redefined graphic novel story-telling with Watchmen and V for Vendetta. In Batman: The Killing Joke, he takes on the origin of comics' greatest super-villain, The Joker, and changes Batman's world forever. Absolute Batman: The Killing Joke (30th Anniversary Edition) includes both the recolored art by artist Brian Bolland and the original colors by John Higgins, along with the never-before-published scripts, and numerous Batman and Joker sketches and stories by Bolland. Collects Batman: Black and White #4; Batman: The Killing Joke; Countdown #31; Cover Story: The DC Comics Art of Brian Bolland; Joker: Last Laugh #1, #6; Joker's Greatest Stories Ever Told; Who's Who in the DC Universe #13 and Wonder Woman #96.",0.0,,0.0
